Orthogroup	ncbi	nam
OG0015196	LOC100273722	Zm00001eb195290
OG0015197	LOC100191737	Zm00001eb195380
OG0015198	LOC103654285	Zm00001eb195400
OG0015199	LOC103654284	Zm00001eb195430
OG0015200	LOC118476989	Zm00001eb195440
OG0015201	LOC103654290	Zm00001eb195450
OG0015202	LOC100191757	Zm00001eb195480
OG0015203	LOC100282596	Zm00001eb195510
OG0015204	LOC103654294	Zm00001eb195520
OG0015205	LOC100279842	Zm00001eb195530
OG0015206	LOC100273162	Zm00001eb195550
OG0015207	LOC103654295	Zm00001eb195560
OG0015208	LOC103654296	Zm00001eb195620
OG0015209	LOC103654298	Zm00001eb195640
OG0015210	LOC100502360	Zm00001eb195670
OG0015211	LOC103654303	Zm00001eb195700
OG0015212	LOC103654305	Zm00001eb195710
OG0015213	LOC103654306	Zm00001eb195720
OG0015214	LOC103654308	Zm00001eb195740
OG0015215	LOC100382573	Zm00001eb195770
OG0015216	LOC118476991	Zm00001eb195800
OG0015217	LOC118476993	Zm00001eb195830
OG0015218	LOC541761	Zm00001eb195850
OG0015219	LOC103654315	Zm00001eb195880
OG0015220	LOC100191707	Zm00001eb195900
OG0015221	LOC100383240	Zm00001eb195910
OG0015222	LOC100193098	Zm00001eb195920
OG0015223	LOC100275387	Zm00001eb195960
OG0015224	LOC100384529	Zm00001eb195970
OG0015225	LOC100192566	Zm00001eb196070
OG0015226	LOC100281405	Zm00001eb196080
OG0015227	LOC109939147	Zm00001eb196150
OG0015228	LOC541978	Zm00001eb196170
OG0015229	LOC100285745	Zm00001eb196240
OG0015230	LOC100283677	Zm00001eb196270
OG0015231	LOC103655792	Zm00001eb196280
OG0015232	LOC103654324	Zm00001eb196300
OG0015233	LOC103654325	Zm00001eb196310
OG0015234	LOC100381976	Zm00001eb196320
OG0015235	LOC100274273	Zm00001eb196350
OG0015236	LOC100280890	Zm00001eb196390
OG0015237	LOC100277297	Zm00001eb196400
OG0015238	LOC100501406	Zm00001eb196420
OG0015239	LOC100193124	Zm00001eb196520
OG0015240	LOC103654335	Zm00001eb196540
OG0015241	LOC100856925	Zm00001eb196550
OG0015242	LOC100276056	Zm00001eb196600
OG0015243	LOC103654338	Zm00001eb196610
OG0015244	LOC100192114	Zm00001eb196630
OG0015245	LOC100217167	Zm00001eb196670
OG0015246	LOC100284542	Zm00001eb196710
OG0015248	LOC100278630	Zm00001eb196870
OG0015250	LOC100383398	Zm00001eb196930
OG0015251	LOC542557	Zm00001eb196940
OG0015252	LOC100272739	Zm00001eb196970
OG0015253	LOC100381577	Zm00001eb196990
OG0015254	LOC100127517	Zm00001eb197000
OG0015255	LOC103654346	Zm00001eb197020
OG0015256	LOC100383078	Zm00001eb197040
OG0015257	LOC103654348	Zm00001eb197070
OG0015258	LOC100384165	Zm00001eb197090
OG0015259	LOC103654352	Zm00001eb197120
OG0015260	LOC103654354	Zm00001eb197140
OG0015261	LOC103654359	Zm00001eb197170
OG0015262	LOC103654363	Zm00001eb197290
OG0015263	LOC103654364	Zm00001eb197300
OG0015264	LOC103654365	Zm00001eb197310
OG0015265	LOC100193310	Zm00001eb197370
OG0015266	LOC103655810	Zm00001eb197380
OG0015267	LOC100193848	Zm00001eb197400
OG0015268	LOC103654380	Zm00001eb197480
OG0015269	LOC100285077	Zm00001eb197500
OG0015270	LOC103654381	Zm00001eb197520
OG0015271	LOC103654382	Zm00001eb197530
OG0015272	LOC103654383	Zm00001eb197550
OG0015273	LOC100284361	Zm00001eb197570
OG0015274	LOC103654385	Zm00001eb197590
OG0015275	LOC100279750	Zm00001eb197610
OG0015276	LOC541965	Zm00001eb197620
OG0015277	LOC100381695	Zm00001eb197630
OG0015278	LOC100194342	Zm00001eb197640
OG0015279	LOC103654389	Zm00001eb197690
OG0015280	LOC100304356	Zm00001eb197710
OG0015281	LOC103654391	Zm00001eb197740
OG0015282	LOC103654395	Zm00001eb197780
OG0015283	LOC103654397	Zm00001eb197810
OG0015284	LOC103654400	Zm00001eb197900
OG0015285	LOC100193976	Zm00001eb197910
OG0015286	LOC100217314	Zm00001eb197920
OG0015287	LOC100279085	Zm00001eb197940
OG0015288	LOC100279155	Zm00001eb197960
OG0015289	LOC103654403	Zm00001eb197970
OG0015290	LOC100193807	Zm00001eb198000
OG0015291	LOC100283345	Zm00001eb198010
OG0015292	LOC103654408	Zm00001eb198050
OG0015294	LOC103654409	Zm00001eb198080
OG0015295	LOC103654412	Zm00001eb198110
OG0015296	LOC100278550	Zm00001eb198120
OG0015298	LOC100278888	Zm00001eb198200
OG0015299	LOC100276202	Zm00001eb198210
OG0015300	LOC100275453	Zm00001eb198240
OG0015301	LOC100274463	Zm00001eb198250
OG0015302	LOC100216604	Zm00001eb198260
OG0015303	LOC100274450	Zm00001eb198300
OG0015304	LOC100193708	Zm00001eb198310
OG0015305	LOC103654421	Zm00001eb198360
OG0015306	LOC103654423	Zm00001eb198410
OG0015307	LOC110485089	Zm00001eb198420
OG0015308	LOC100285089	Zm00001eb198450
OG0015309	LOC103654430	Zm00001eb198510
OG0015310	LOC109945610	Zm00001eb198550
OG0015311	LOC100284440	Zm00001eb198560
OG0015312	LOC103654435	Zm00001eb198580
OG0015313	LOC100383567	Zm00001eb198600
OG0015314	LOC542404	Zm00001eb198610
OG0015315	LOC100283530	Zm00001eb198620
OG0015316	LOC103654437	Zm00001eb198640
OG0015317	LOC100193322	Zm00001eb198670
OG0015318	LOC103654438	Zm00001eb198680
OG0015319	LOC541952	Zm00001eb198700
OG0015320	LOC103654441	Zm00001eb198730
OG0015321	LOC100283494	Zm00001eb198740
OG0015322	LOC100280457	Zm00001eb198770
OG0015323	LOC100280199	Zm00001eb198810
OG0015324	LOC100193169	Zm00001eb198820
OG0015325	LOC100273325	Zm00001eb198830
OG0015326	LOC100217158	Zm00001eb198850
OG0015327	LOC100303914	Zm00001eb198860
OG0015328	LOC100276523	Zm00001eb198880
OG0015329	LOC103654450	Zm00001eb198900
OG0015330	LOC100284961	Zm00001eb198910
OG0015331	LOC100281424	Zm00001eb198950
OG0015332	LOC100285473	Zm00001eb198970
OG0015333	LOC100502378	Zm00001eb198990
OG0015334	LOC100285731	Zm00001eb199020
OG0015335	LOC100502339	Zm00001eb199050
OG0015336	LOC103654454	Zm00001eb199060
OG0015337	LOC103654457	Zm00001eb199080
OG0015338	LOC100272293	Zm00001eb199100
OG0015339	LOC103654458	Zm00001eb199140
OG0015340	LOC100381708	Zm00001eb199150
OG0015341	LOC100272438	Zm00001eb199160
OG0015342	LOC103654460	Zm00001eb199170
OG0015343	LOC100279423	Zm00001eb199180
OG0015344	LOC103654461	Zm00001eb199200
OG0015345	LOC103654463	Zm00001eb199260
OG0015346	LOC100284757	Zm00001eb199320
OG0015347	LOC103654467	Zm00001eb199370
OG0015348	LOC103654468	Zm00001eb199380
OG0015349	LOC103654469	Zm00001eb199400
OG0015350	LOC100279936	Zm00001eb199410
OG0015351	LOC100277570	Zm00001eb199430
OG0015352	LOC100384287	Zm00001eb199500
OG0015353	LOC100192728	Zm00001eb199520
OG0015354	LOC103654474	Zm00001eb199530
OG0015355	LOC103654475	Zm00001eb199550
OG0015356	LOC100383376	Zm00001eb199580
OG0015357	LOC103654479	Zm00001eb199620
OG0015358	LOC100281475	Zm00001eb199660
OG0015359	LOC103654486	Zm00001eb199700
OG0015360	LOC103654488	Zm00001eb199730
OG0015361	LOC103654487	Zm00001eb199740
OG0015362	LOC103654491	Zm00001eb199780
OG0015363	LOC100192884	Zm00001eb199840
OG0015364	ub3	Zm00001eb199880
OG0015365	LOC103654500	Zm00001eb199890
OG0015366	LOC100274024	Zm00001eb199900
OG0015367	LOC100277899	Zm00001eb199930
OG0015368	LOC100284796	Zm00001eb199940
OG0015369	LOC100280335	Zm00001eb199950
OG0015370	LOC100277090	Zm00001eb199960
OG0015371	LOC103654507	Zm00001eb199980
OG0015372	LOC100216978	Zm00001eb200000
OG0015373	LOC100282323	Zm00001eb200010
OG0015374	LOC103654510	Zm00001eb200050
OG0015375	LOC100282152	Zm00001eb200070
OG0015376	LOC109945619	Zm00001eb200100
OG0015377	LOC732745	Zm00001eb200140
OG0015378	LOC100191868	Zm00001eb200150
OG0015379	LOC100281525	Zm00001eb200180
OG0015380	LOC103654517	Zm00001eb200210
OG0015381	LOC100383195	Zm00001eb200260
OG0015382	LOC100279072	Zm00001eb200370
OG0015383	LOC103654522	Zm00001eb200380
OG0015384	LOC103654523	Zm00001eb200390
OG0015385	LOC100276768	Zm00001eb200440
OG0015386	LOC100383039	Zm00001eb200460
OG0015387	LOC100274885	Zm00001eb200470
OG0015388	LOC100274918	Zm00001eb200480
OG0015389	LOC103654528	Zm00001eb200500
OG0015390	LOC100284919	Zm00001eb200510
OG0015391	LOC103654530	Zm00001eb200520
OG0015392	LOC107403147	Zm00001eb200530
OG0015393	LOC100278247	Zm00001eb200540
OG0015394	LOC103654533	Zm00001eb200550
OG0015395	LOC103654534	Zm00001eb200570
OG0015396	LOC103654538	Zm00001eb200610
OG0015397	LOC100191770	Zm00001eb200620
OG0015398	LOC103654541	Zm00001eb200650
OG0015399	LOC100276990	Zm00001eb200680
OG0015400	LOC100381812	Zm00001eb200700
OG0015401	LOC606485	Zm00001eb200710
OG0015402	LOC100277626	Zm00001eb200720
OG0015403	LOC100192804	Zm00001eb200730
OG0015404	LOC103654546	Zm00001eb200740
OG0015405	LOC103654547	Zm00001eb200750
OG0015406	LOC103654548	Zm00001eb200760
OG0015407	LOC100276598	Zm00001eb200770
OG0015408	LOC103655881	Zm00001eb200780
OG0015410	LOC103654551	Zm00001eb200830
OG0015411	LOC100191534	Zm00001eb200840
OG0015412	LOC100284074	Zm00001eb200860
OG0015413	LOC103654555	Zm00001eb200890
OG0015414	LOC100274308	Zm00001eb200940
OG0015415	LOC100383886	Zm00001eb200990
OG0015416	LOC103654559	Zm00001eb201000
OG0015417	LOC100384682	Zm00001eb201010
OG0015418	LOC100277850	Zm00001eb201090
OG0015419	LOC100277621	Zm00001eb201100
OG0015420	LOC100282529	Zm00001eb201130
OG0015421	LOC100384270	Zm00001eb201150
OG0015422	LOC542062	Zm00001eb201210
OG0015423	LOC100282521	Zm00001eb201220
OG0015424	LOC100282710	Zm00001eb201230
OG0015425	LOC100192463	Zm00001eb201240
OG0015426	LOC100285021	Zm00001eb201250
OG0015427	LOC100279731	Zm00001eb201260
OG0015428	LOC100384376	Zm00001eb201290
OG0015429	LOC103654581	Zm00001eb201340
OG0015430	LOC103654582	Zm00001eb201350
OG0015431	LOC103654584	Zm00001eb201360
OG0015432	LOC542004	Zm00001eb201370
OG0015433	LOC103655899	Zm00001eb201430
OG0015434	LOC103654588	Zm00001eb201440
OG0015435	LOC100273808	Zm00001eb201450
OG0015436	LOC109945932	Zm00001eb201530
OG0015437	LOC100277832	Zm00001eb201610
OG0015438	LOC100279214	Zm00001eb201680
OG0015439	LOC100275087	Zm00001eb201700
OG0015440	LOC100279251	Zm00001eb201710
OG0015441	LOC100216668	Zm00001eb201720
OG0015442	LOC100281010	Zm00001eb201730
OG0015443	LOC100274044	Zm00001eb201750
OG0015444	LOC100279205	Zm00001eb201770
OG0015445	LOC118063597	Zm00001eb201800
OG0015446	LOC103654600	Zm00001eb201810
OG0015447	LOC103654601	Zm00001eb201830
OG0015448	LOC100279046	Zm00001eb201840
OG0015449	LOC100272704	Zm00001eb201870
OG0015450	LOC100383329	Zm00001eb201900
OG0015451	LOC100285524	Zm00001eb201910
OG0015452	LOC100383074	Zm00001eb201920
OG0015453	LOC100384664	Zm00001eb201930
OG0015454	LOC100281785	Zm00001eb201940
OG0015456	LOC109945626	Zm00001eb202020
OG0015457	LOC100276025	Zm00001eb202090
OG0015458	LOC103655911	Zm00001eb202100
OG0015459	LOC103654613	Zm00001eb202110
OG0015460	LOC100383181	Zm00001eb202120
OG0015461	LOC103654617	Zm00001eb202140
OG0015462	LOC100502224	Zm00001eb202180
OG0015463	LOC100283159	Zm00001eb202200
OG0015464	LOC100284289	Zm00001eb202220
OG0015465	LOC103654622	Zm00001eb202240
OG0015466	LOC100286014	Zm00001eb202310
OG0015468	LOC100275648	Zm00001eb202350
OG0015469	LOC100283810	Zm00001eb202360
OG0015470	LOC100193930	Zm00001eb202420
OG0015471	LOC100277582	Zm00001eb202440
OG0015472	LOC103654637	Zm00001eb202460
OG0015473	LOC100384101	Zm00001eb202470
OG0015474	LOC100303833	Zm00001eb202480
OG0015475	LOC100276791	Zm00001eb202520
OG0015476	LOC100280929	Zm00001eb202570
OG0015477	LOC100382777	Zm00001eb202590
OG0015478	LOC103654647	Zm00001eb202650
OG0015479	LOC100284538	Zm00001eb202660
OG0015480	LOC100193231	Zm00001eb202700
OG0015481	LOC100285455	Zm00001eb202710
OG0015482	LOC100193965	Zm00001eb202790
OG0015483	LOC100280418	Zm00001eb202850
OG0015484	LOC100501847	Zm00001eb202870
OG0015485	LOC103654663	Zm00001eb202960
OG0015486	LOC103654664	Zm00001eb202970
OG0015487	LOC100273827	Zm00001eb202990
OG0015488	LOC103655935	Zm00001eb203020
OG0015489	LOC100272365	Zm00001eb203030
OG0015490	LOC103654673	Zm00001eb203090
OG0015491	LOC100216876	Zm00001eb203130
OG0015492	LOC100191247	Zm00001eb203140
OG0015493	LOC100284830	Zm00001eb203150
OG0015494	LOC118477025	Zm00001eb203180
OG0015495	LOC100383218	Zm00001eb203200
OG0015496	LOC103654684	Zm00001eb203240
OG0015497	LOC100279153	Zm00001eb203260
OG0015498	LOC100285015	Zm00001eb203300
OG0015499	LOC100278412	Zm00001eb203320
OG0015500	LOC100285616	Zm00001eb203330
OG0015501	LOC100274187	Zm00001eb203350
OG0015502	LOC103654689	Zm00001eb203360
OG0015503	LOC100285690	Zm00001eb203380
OG0015504	LOC109946102	Zm00001eb203390
OG0015505	LOC109946101	Zm00001eb203400
OG0015506	LOC109946104	Zm00001eb203420
OG0015507	LOC109939269	Zm00001eb203430
OG0015508	LOC103654690	Zm00001eb203440
OG0015509	LOC100272964	Zm00001eb203450
OG0015510	LOC100279221	Zm00001eb203570
OG0015512	LOC100281714	Zm00001eb203600
OG0015513	LOC103654693	Zm00001eb203620
OG0015514	LOC100501941	Zm00001eb203630
OG0015515	LOC103654697	Zm00001eb203660
OG0015516	LOC100282563	Zm00001eb203690
OG0015517	LOC100277108	Zm00001eb203770
OG0015518	LOC100282902	Zm00001eb203780
OG0015519	LOC109945948	Zm00001eb203830
OG0015520	LOC100383993	Zm00001eb203850
OG0015521	LOC100283601	Zm00001eb203860
OG0015522	LOC100383799	Zm00001eb203870
OG0015523	LOC100284120	Zm00001eb203920
OG0015524	LOC100192069	Zm00001eb203940
OG0015525	LOC100382331	Zm00001eb203970
OG0015526	LOC100194071	Zm00001eb203980
OG0015527	LOC100192596	Zm00001eb203990
OG0015528	LOC100193785	Zm00001eb204000
OG0015529	LOC100275699	Zm00001eb204020
OG0015530	LOC100194372	Zm00001eb204110
OG0015531	LOC100275790	Zm00001eb204130
OG0015532	LOC100278301	Zm00001eb204150
OG0015533	LOC100384246	Zm00001eb204160
OG0015534	LOC100279943	Zm00001eb204190
OG0015535	LOC100277463	Zm00001eb204270
OG0015536	LOC100275753	Zm00001eb204300
OG0015537	LOC103654734	Zm00001eb204310
OG0015538	LOC100280601	Zm00001eb204390
OG0015539	LOC100280750	Zm00001eb204420
OG0015540	LOC100193099	Zm00001eb204480
OG0015541	LOC103654746	Zm00001eb204490
OG0015542	LOC103654748	Zm00001eb204530
OG0015543	LOC100277894	Zm00001eb204550
OG0015544	LOC100191644	Zm00001eb204590
OG0015545	LOC100383065	Zm00001eb204620
OG0015546	LOC100281891	Zm00001eb204630
OG0015547	LOC100286329	Zm00001eb204640
OG0015548	LOC103654758	Zm00001eb204660
OG0015549	LOC103654760	Zm00001eb204700
OG0015550	LOC103654761	Zm00001eb204710
OG0015551	LOC100277529	Zm00001eb204780
OG0015552	LOC100276189	Zm00001eb204800
OG0015553	LOC103654771	Zm00001eb204810
OG0015554	LOC103655975	Zm00001eb204820
OG0015556	LOC103654777	Zm00001eb204900
OG0015557	LOC100191769	Zm00001eb204960
OG0015558	LOC100216558	Zm00001eb204970
OG0015559	LOC100275107	Zm00001eb204980
OG0015560	LOC103654786	Zm00001eb205000
OG0015561	LOC100280371	Zm00001eb205010
OG0015562	LOC100284128	Zm00001eb205020
OG0015563	LOC103654790	Zm00001eb205030
OG0015564	LOC100193694	Zm00001eb205080
OG0015565	LOC100285228	Zm00001eb205090
OG0015566	LOC100193339	Zm00001eb205130
OG0015567	LOC103654795	Zm00001eb205140
OG0015568	LOC103654805	Zm00001eb205210
OG0015569	LOC100193510	Zm00001eb205230
OG0015570	LOC103654806	Zm00001eb205240
OG0015571	LOC100284798	Zm00001eb205260
OG0015572	LOC103654807	Zm00001eb205280
OG0015573	LOC542245	Zm00001eb205310
OG0015574	LOC103654810	Zm00001eb205350
OG0015575	LOC103654811	Zm00001eb205380
OG0015576	LOC100303943	Zm00001eb205410
OG0015577	LOC103654819	Zm00001eb205540
OG0015578	LOC100276434	Zm00001eb205560
OG0015579	LOC100191579	Zm00001eb205580
OG0015580	LOC100275927	Zm00001eb205590
OG0015581	LOC100216711	Zm00001eb205600
OG0015582	LOC100273218	Zm00001eb205610
OG0015583	LOC100193863	Zm00001eb205620
OG0015585	LOC100277580	Zm00001eb205750
OG0015586	LOC100284813	Zm00001eb205760
OG0015587	LOC100282106	Zm00001eb205790
OG0015588	LOC100191979	Zm00001eb205830
OG0015589	LOC100192505	Zm00001eb205850
OG0015590	LOC103654835	Zm00001eb205890
OG0015591	LOC103654838	Zm00001eb205920
OG0015592	LOC103654840	Zm00001eb205960
OG0015593	LOC100279496	Zm00001eb206010
OG0015594	LOC103654843	Zm00001eb206050
OG0015595	LOC100276605	Zm00001eb206070
OG0015596	LOC100282110	Zm00001eb206110
OG0015597	LOC103654846	Zm00001eb206130
OG0015598	LOC109946109	Zm00001eb206160
OG0015600	LOC103654851	Zm00001eb206210
OG0015601	LOC100192112	Zm00001eb206230
OG0015602	LOC100280646	Zm00001eb206240
OG0015603	LOC100276260	Zm00001eb206250
OG0015605	LOC100283747	Zm00001eb206320
OG0015606	LOC100273811	Zm00001eb206330
OG0015607	LOC103654854	Zm00001eb206360
OG0015608	LOC100285469	Zm00001eb206380
OG0015609	LOC100276039	Zm00001eb206410
OG0015610	LOC100283966	Zm00001eb206470
OG0015611	LOC100278022	Zm00001eb206480
OG0015612	LOC100216921	Zm00001eb206490
OG0015613	LOC103654861	Zm00001eb206500
OG0015614	LOC100283058	Zm00001eb206520
OG0015615	LOC109945650	Zm00001eb206530
OG0015616	LOC103654866	Zm00001eb206580
OG0015617	LOC100281123	Zm00001eb206600
OG0015618	LOC103654868	Zm00001eb206620
OG0015619	LOC100282427	Zm00001eb206650
OG0015620	LOC100281342	Zm00001eb206730
OG0015621	LOC100282805	Zm00001eb206740
OG0015622	LOC103654873	Zm00001eb206750
OG0015623	LOC103654874	Zm00001eb206780
OG0015624	LOC103654875	Zm00001eb206790
OG0015626	sbp2	Zm00001eb206830
OG0015627	LOC100192038	Zm00001eb206840
OG0015628	LOC100272280	Zm00001eb206870
OG0015629	LOC100192621	Zm00001eb206900
OG0015632	LOC100272582	Zm00001eb207080
OG0015633	LOC100286296	Zm00001eb207110
OG0015634	LOC100384405	Zm00001eb207300
OG0015635	LOC100193546	Zm00001eb207310
OG0015636	LOC100282300	Zm00001eb207360
OG0015637	LOC100193703	Zm00001eb207380
OG0015638	LOC100383873	Zm00001eb207390
OG0015639	LOC103654890	Zm00001eb207420
OG0015640	LOC100194403	Zm00001eb207430
OG0015641	LOC103654892	Zm00001eb207450
OG0015642	LOC100279494	Zm00001eb207490
OG0015643	LOC103654895	Zm00001eb207520
OG0015644	LOC103654897	Zm00001eb207560
OG0015645	LOC100384589	Zm00001eb207570
OG0015646	LOC103654898	Zm00001eb207580
OG0015647	LOC100192080	Zm00001eb207640
OG0015648	LOC100192091	Zm00001eb207650
OG0015649	LOC100280811	Zm00001eb207660
OG0015650	LOC103654906	Zm00001eb207680
OG0015651	LOC100383750	Zm00001eb207720
OG0015652	LOC103654909	Zm00001eb207750
OG0015653	LOC100286229	Zm00001eb207760
OG0015654	LOC103654910	Zm00001eb207810
OG0015655	LOC103654911	Zm00001eb207820
OG0015656	LOC100274890	Zm00001eb207900
OG0015657	LOC100501180	Zm00001eb207960
OG0015658	LOC100275497	Zm00001eb207970
OG0015659	LOC100277818	Zm00001eb207990
OG0015660	LOC103654916	Zm00001eb208000
OG0015661	LOC100281423	Zm00001eb208040
OG0015662	LOC100191310	Zm00001eb208100
OG0015663	LOC103654924	Zm00001eb208110
OG0015664	LOC100284923	Zm00001eb208120
OG0015665	sbp20	Zm00001eb208150
OG0015666	LOC100274330	Zm00001eb208200
OG0015667	LOC103656036	Zm00001eb208210
OG0015668	LOC542656	Zm00001eb208240
OG0015669	LOC100275693	Zm00001eb208320
OG0015670	LOC103654933	Zm00001eb208330
OG0015671	LOC100501708	Zm00001eb208350
OG0015672	LOC103654934	Zm00001eb208380
OG0015673	LOC100192883	Zm00001eb208390
OG0015674	LOC103654935	Zm00001eb208400
OG0015675	LOC100381502	Zm00001eb208420
OG0015676	LOC100283844	Zm00001eb208430
OG0015677	LOC100281725	Zm00001eb208440
OG0015678	LOC100281922	Zm00001eb208480
OG0015679	LOC100285018	Zm00001eb208500
OG0015680	LOC103654937	Zm00001eb208510
OG0015681	LOC100192524	Zm00001eb208530
OG0015682	LOC100282728	Zm00001eb208540
OG0015683	LOC109945653	Zm00001eb208550
OG0015684	LOC100273993	Zm00001eb208570
OG0015685	LOC100274389	Zm00001eb208580
OG0015686	LOC100191181	Zm00001eb208780
OG0015687	LOC100280508	Zm00001eb208790
OG0015688	LOC100276886	Zm00001eb208800
OG0015689	LOC103654949	Zm00001eb208810
OG0015690	LOC100273318	Zm00001eb208820
OG0015691	LOC103654950	Zm00001eb208830
OG0015692	LOC103654951	Zm00001eb208860
OG0015693	LOC100279074	Zm00001eb208900
OG0015694	LOC100277706	Zm00001eb208920
OG0015695	LOC100382661	Zm00001eb208940
OG0015696	LOC100193662	Zm00001eb208960
OG0015697	SMK2	Zm00001eb208970
OG0015698	LOC103654957	Zm00001eb208980
OG0015699	LOC103656039	Zm00001eb209020
OG0015700	LOC103654960	Zm00001eb209030
OG0015701	LOC100286318	Zm00001eb209070
OG0015702	LOC103656040	Zm00001eb209080
OG0015704	LOC100856965	Zm00001eb209110
OG0015705	LOC103654965	Zm00001eb209140
OG0015706	LOC100281768	Zm00001eb209160
OG0015707	LOC541768	Zm00001eb209170
OG0015708	LOC103656042	Zm00001eb209180
OG0015709	LOC100273064	Zm00001eb209220
OG0015710	LOC100282328	Zm00001eb209240
OG0015711	LOC103654969	Zm00001eb209250
OG0015712	LOC103654971	Zm00001eb209300
OG0015713	LOC100383816	Zm00001eb209310
OG0015714	LOC100191943	Zm00001eb209340
OG0015715	LOC103656044	Zm00001eb209360
OG0015716	LOC100272679	Zm00001eb209390
OG0015717	LOC100282338	Zm00001eb209440
OG0015718	LOC100193979	Zm00001eb209450
OG0015719	LOC100274393	Zm00001eb209480
OG0015720	LOC103654977	Zm00001eb209500
OG0015721	LOC100280197	Zm00001eb209530
OG0015722	LOC542370	Zm00001eb209570
OG0015724	LOC103654984	Zm00001eb209700
OG0015725	LOC100282941	Zm00001eb209740
OG0015726	LOC542163	Zm00001eb209760
OG0015727	LOC103654986	Zm00001eb209780
OG0015728	LOC100272881	Zm00001eb209820
OG0015729	LOC100280490	Zm00001eb209860
OG0015730	LOC100381773	Zm00001eb209870
OG0015731	LOC103654992	Zm00001eb209890
OG0015732	LOC103656048	Zm00001eb209900
OG0015733	LOC100285317	Zm00001eb209920
OG0015734	LOC100282038	Zm00001eb209930
OG0015735	LOC100275740	Zm00001eb209940
OG0015736	LOC100273553	Zm00001eb209950
OG0015737	LOC100277247	Zm00001eb210030
OG0015738	LOC109946121	Zm00001eb210070
OG0015739	LOC103655001	Zm00001eb210100
OG0015740	LOC100283738	Zm00001eb210150
OG0015741	LOC103655005	Zm00001eb210160
OG0015742	LOC103625697	Zm00001eb210270
OG0015743	LOC100273388	Zm00001eb210280
OG0015744	LOC109939603	Zm00001eb210320
OG0015745	LOC100274864	Zm00001eb210350
OG0015746	LOC100282393	Zm00001eb210360
OG0015747	LOC542484	Zm00001eb210370
OG0015748	LOC100279569	Zm00001eb210380
OG0015749	LOC100284427	Zm00001eb210390
OG0015750	LOC100277870	Zm00001eb210410
OG0015751	LOC100274283	Zm00001eb210440
OG0015752	LOC100217031	Zm00001eb210460
OG0015753	LOC100280455	Zm00001eb210480
OG0015754	LOC103625710	Zm00001eb210490
OG0015755	LOC103625711	Zm00001eb210510
OG0015756	LOC103625712	Zm00001eb210520
OG0015757	LOC100274485	Zm00001eb210530
OG0015758	LOC100280485	Zm00001eb210540
OG0015759	LOC100272319	Zm00001eb210550
OG0015760	LOC100277804	Zm00001eb210590
OG0015761	LOC110366353	Zm00001eb210610
OG0015762	LOC100282537	Zm00001eb210680
OG0015763	LOC100283859	Zm00001eb210730
OG0015764	LOC100283004	Zm00001eb210750
OG0015765	LOC100281343	Zm00001eb210760
OG0015766	LOC100285036	Zm00001eb210770
OG0015767	LOC100191821	Zm00001eb210780
OG0015768	LOC100286207	Zm00001eb210820
OG0015769	LOC100383900	Zm00001eb210830
OG0015770	LOC103625720	Zm00001eb210870
OG0015771	LOC113455422	Zm00001eb210880
OG0015772	LOC103625721	Zm00001eb210890
OG0015773	LOC732836	Zm00001eb210900
OG0015774	LOC100281491	Zm00001eb210950
OG0015775	LOC542518	Zm00001eb210980
OG0015776	LOC103625728	Zm00001eb211000
OG0015777	LOC100381996	Zm00001eb211020
OG0015778	LOC103625730	Zm00001eb211040
OG0015779	LOC100279305	Zm00001eb211050
OG0015780	LOC100382613	Zm00001eb211070
OG0015781	LOC100283269	Zm00001eb211080
OG0015782	LOC100272708	Zm00001eb211100
OG0015783	LOC100276186	Zm00001eb211110
OG0015784	LOC103625732	Zm00001eb211120
OG0015785	LOC100278608	Zm00001eb211130
OG0015786	LOC100383290	Zm00001eb211140
OG0015787	LOC100381654	Zm00001eb211170
OG0015788	LOC103625734	Zm00001eb211180
OG0015789	LOC103625736	Zm00001eb211220
OG0015790	LOC100500710	Zm00001eb211280
OG0015791	LOC100281726	Zm00001eb211320
OG0015792	LOC103625739	Zm00001eb211330
OG0015793	LOC100272611	Zm00001eb211340
OG0015794	LOC100274879	Zm00001eb211360
OG0015795	LOC100383660	Zm00001eb211370
OG0015796	LOC103625744	Zm00001eb211430
OG0015797	LOC100283046	Zm00001eb211440
OG0015798	LOC100274023	Zm00001eb211620
OG0015799	LOC103625756	Zm00001eb211640
OG0015800	LOC100279406	Zm00001eb211680
OG0015801	LOC103625762	Zm00001eb211700
OG0015802	LOC103625763	Zm00001eb211710
OG0015803	LOC107522024	Zm00001eb211730
OG0015804	LOC103625765	Zm00001eb211760
OG0015805	LOC103625768	Zm00001eb211790
OG0015806	LOC100284782	Zm00001eb211860
OG0015807	LOC100285640	Zm00001eb211880
OG0015808	LOC111589298	Zm00001eb211950
OG0015809	LOC100191263	Zm00001eb211960
OG0015810	LOC100283001	Zm00001eb211970
OG0015811	LOC100383800	Zm00001eb211980
OG0015812	LOC100278700	Zm00001eb212010
OG0015813	LOC100273226	Zm00001eb212020
OG0015814	LOC100274150	Zm00001eb212080
OG0015815	LOC100273092	Zm00001eb212120
OG0015816	LOC109939414	Zm00001eb212130
OG0015817	LOC100282229	Zm00001eb212150
OG0015818	LOC103625778	Zm00001eb212160
OG0015819	LOC100282718	Zm00001eb212180
OG0015820	LOC100282830	Zm00001eb212200
OG0015821	LOC103625780	Zm00001eb212210
