Orthogroup	nam	ncbi
OG0020785	Zm00001eb344230	LOC100276053
OG0020787	Zm00001eb344390	LOC100276744
OG0020788	Zm00001eb344400	LOC103635363
OG0020789	Zm00001eb344410	LOC100274568
OG0020790	Zm00001eb344420	LOC100286352
OG0020791	Zm00001eb344440	LOC100194313
OG0020792	Zm00001eb344470	LOC103635372
OG0020793	Zm00001eb344480	LOC103635373
OG0020794	Zm00001eb344490	LOC100285534
OG0020795	Zm00001eb344500	LOC100382356
OG0020796	Zm00001eb344520	LOC100280347
OG0020797	Zm00001eb344530	LOC100273736
OG0020798	Zm00001eb344540	LOC103635377
OG0020799	Zm00001eb344570	LOC100193700
OG0020800	Zm00001eb344580	LOC100194229
OG0020801	Zm00001eb344730	LOC100194210
OG0020802	Zm00001eb344750	LOC109941429
OG0020803	Zm00001eb344770	LOC109941412
OG0020804	Zm00001eb344810	LOC103635399
OG0020805	Zm00001eb344820	LOC100274480
OG0020806	Zm00001eb344850	LOC100383493
OG0020807	Zm00001eb344880	LOC103637030
OG0020808	Zm00001eb344890	LOC103635403
OG0020809	Zm00001eb344910	LOC103635405
OG0020810	Zm00001eb344930	LOC103635406
OG0020811	Zm00001eb344960	LOC103635409
OG0020812	Zm00001eb344970	LOC103635410
OG0020813	Zm00001eb344980	LOC100283011
OG0020814	Zm00001eb345000	LOC100191327
OG0020815	Zm00001eb345020	LOC100279239
OG0020816	Zm00001eb345040	LOC100279779
OG0020817	Zm00001eb345060	LOC100193843
OG0020818	Zm00001eb345070	LOC103635415
OG0020819	Zm00001eb345090	LOC103635416
OG0020820	Zm00001eb345210	LOC103635424
OG0020821	Zm00001eb345250	LOC100275805
OG0020822	Zm00001eb345280	LOC100384185
OG0020823	Zm00001eb345290	LOC103637041
OG0020824	Zm00001eb345370	LOC103635434
OG0020825	Zm00001eb345400	LOC100192667
OG0020826	Zm00001eb345410	LOC103635437
OG0020827	Zm00001eb345430	LOC100502210
OG0020828	Zm00001eb345530	LOC100280436
OG0020829	Zm00001eb345540	LOC100285500
OG0020830	Zm00001eb345550	LOC100283650
OG0020831	Zm00001eb345570	LOC100276253
OG0020832	Zm00001eb345580	LOC103637047
OG0020833	Zm00001eb345600	LOC103635442
OG0020834	Zm00001eb345660	LOC100276193
OG0020835	Zm00001eb345720	LOC100282465
OG0020836	Zm00001eb345760	LOC103635458
OG0020837	Zm00001eb345790	LOC103635459
OG0020838	Zm00001eb345880	LOC100276060
OG0020839	Zm00001eb345910	LOC100279719
OG0020840	Zm00001eb345950	LOC103635470
OG0020841	Zm00001eb345960	LOC103635477
OG0020842	Zm00001eb345970	LOC100304325
OG0020843	Zm00001eb345980	LOC100277691
OG0020844	Zm00001eb346030	LOC100381535
OG0020845	Zm00001eb346110	LOC100192708
OG0020846	Zm00001eb346140	LOC100193245
OG0020847	Zm00001eb346160	LOC100285434
OG0020848	Zm00001eb346280	LOC100383193
OG0020849	Zm00001eb346320	LOC100272891
OG0020850	Zm00001eb346380	LOC103631463
OG0020851	Zm00001eb346390	LOC100191437
OG0020852	Zm00001eb346400	LOC103635511
OG0020853	Zm00001eb346420	LOC100194384
OG0020854	Zm00001eb346450	LOC109941568
OG0020855	Zm00001eb346460	LOC109941420
OG0020856	Zm00001eb346520	LOC103635516
OG0020857	Zm00001eb346550	LOC103635517
OG0020858	Zm00001eb346570	LOC100193405
OG0020859	Zm00001eb346590	LOC100284013
OG0020860	Zm00001eb346620	LOC103635523
OG0020861	Zm00001eb346660	LOC100276883
OG0020862	Zm00001eb346790	LOC103635537
OG0020863	Zm00001eb346800	LOC100285398
OG0020864	Zm00001eb346810	LOC100216748
OG0020865	Zm00001eb346830	LOC100286240
OG0020866	Zm00001eb346870	LOC100282281
OG0020867	Zm00001eb346880	LOC100193498
OG0020868	Zm00001eb346890	LOC100279227
OG0020869	Zm00001eb346910	LOC100284446
OG0020870	Zm00001eb346920	LOC100277300
OG0020871	Zm00001eb346930	LOC107546744
OG0020872	Zm00001eb346950	LOC103637092
OG0020873	Zm00001eb347000	LOC100193889
OG0020874	Zm00001eb347040	LOC103635545
OG0020875	Zm00001eb347070	LOC100282424
OG0020876	Zm00001eb347080	LOC100276236
OG0020877	Zm00001eb347090	LOC109941997
OG0020878	Zm00001eb347100	LOC103635551
OG0020879	Zm00001eb347110	LOC100285909
OG0020880	Zm00001eb347120	LOC103635552
OG0020881	Zm00001eb347180	LOC100280482
OG0020882	Zm00001eb347230	LOC100285465
OG0020883	Zm00001eb347240	LOC107325938
OG0020884	Zm00001eb347260	LOC100192460
OG0020885	Zm00001eb347270	LOC103635561
OG0020886	Zm00001eb347310	LOC100284654
OG0020887	Zm00001eb347320	LOC100502375
OG0020888	Zm00001eb347350	LOC100275244
OG0020889	Zm00001eb347360	LOC100217164
OG0020890	Zm00001eb347420	LOC100382828
OG0020891	Zm00001eb347450	LOC103637104
OG0020892	Zm00001eb347500	LOC103635576
OG0020893	Zm00001eb347510	LOC103635578
OG0020894	Zm00001eb347520	LOC100281882
OG0020895	Zm00001eb347530	LOC100284407
OG0020896	Zm00001eb347570	LOC100273570
OG0020897	Zm00001eb347590	LOC100280374
OG0020898	Zm00001eb347600	LOC732788
OG0020899	Zm00001eb347620	LOC103635582
OG0020900	Zm00001eb347630	LOC100277784
OG0020901	Zm00001eb347640	LOC100276424
OG0020902	Zm00001eb347660	LOC100194348
OG0020903	Zm00001eb347710	LOC100382470
OG0020904	Zm00001eb347720	LOC100192973
OG0020905	Zm00001eb347730	LOC100193109
OG0020906	Zm00001eb347770	LOC100273970
OG0020907	Zm00001eb347780	LOC103635584
OG0020908	Zm00001eb347830	LOC103637124
OG0020909	Zm00001eb347840	LOC100382119
OG0020910	Zm00001eb347850	LOC100501498
OG0020913	Zm00001eb348090	LOC100216990
OG0020914	Zm00001eb348230	LOC100383012
OG0020915	Zm00001eb348240	LOC542340
OG0020916	Zm00001eb348270	LOC103635602
OG0020917	Zm00001eb348280	LOC103635604
OG0020918	Zm00001eb348290	LOC100281226
OG0020919	Zm00001eb348300	LOC100192534
OG0020920	Zm00001eb348390	LOC109461487
OG0020921	Zm00001eb348400	LOC100193052
OG0020922	Zm00001eb348440	LOC109941409
OG0020923	Zm00001eb348460	LOC100274588
OG0020924	Zm00001eb348490	LOC100283313
OG0020925	Zm00001eb348510	LOC103635615
OG0020926	Zm00001eb348520	LOC100272302
OG0020927	Zm00001eb348560	LOC100275504
OG0020928	Zm00001eb348570	LOC103635616
OG0020929	Zm00001eb348580	LOC100280167
OG0020930	Zm00001eb348590	LOC100279499
OG0020931	Zm00001eb348600	LOC100283232
OG0020932	Zm00001eb348620	LOC100275135
OG0020933	Zm00001eb348630	LOC100279051
OG0020934	Zm00001eb348680	LOC103637145
OG0020935	Zm00001eb348690	LOC100286041
OG0020936	Zm00001eb348750	LOC100285588
OG0020937	Zm00001eb348850	LOC100284502
OG0020938	Zm00001eb348890	LOC100284710
OG0020939	Zm00001eb348940	LOC103635632
OG0020940	Zm00001eb348950	LOC103635633
OG0020941	Zm00001eb348990	LOC100382837
OG0020942	Zm00001eb349010	LOC103635637
OG0020943	Zm00001eb349080	LOC100281715
OG0020944	Zm00001eb349120	LOC103635646
OG0020945	Zm00001eb349130	LOC100281307
OG0020946	Zm00001eb349170	LOC103635650
OG0020947	Zm00001eb349200	LOC100272457
OG0020948	Zm00001eb349230	LOC103635651
OG0020949	Zm00001eb349260	LOC100278204
OG0020950	Zm00001eb349270	LOC100272347l
OG0020951	Zm00001eb349300	LOC100193903
OG0020952	Zm00001eb349310	LOC103635654
OG0020953	Zm00001eb349320	LOC103635655
OG0020954	Zm00001eb349330	LOC100279616
OG0020955	Zm00001eb349360	LOC103635657
OG0020956	Zm00001eb349450	LOC107548110
OG0020957	Zm00001eb349470	LOC103635660
OG0020958	Zm00001eb349500	LOC103627159
OG0020959	Zm00001eb349510	LOC100384013
OG0020960	Zm00001eb349520	LOC100273245
OG0020961	Zm00001eb349550	LOC109941575
OG0020962	Zm00001eb349620	LOC103635670
OG0020963	Zm00001eb349670	LOC100281565
OG0020964	Zm00001eb349730	LOC103635674
OG0020965	Zm00001eb349740	LOC111589727
OG0020966	Zm00001eb349760	LOC100383621
OG0020967	Zm00001eb349770	LOC100272847
OG0020968	Zm00001eb349820	mbd101
OG0020969	Zm00001eb349840	LOC541892
OG0020970	Zm00001eb349860	LOC100191160
OG0020971	Zm00001eb349870	LOC100273309
OG0020972	Zm00001eb349880	LOC100275831
OG0020973	Zm00001eb349900	LOC100283286
OG0020974	Zm00001eb350030	LOC103635692
OG0020975	Zm00001eb350070	LOC103635696
OG0020976	Zm00001eb350080	LOC100282109
OG0020977	Zm00001eb350100	LOC103635699
OG0020978	Zm00001eb350150	LOC100382412
OG0020979	Zm00001eb350170	LOC103635704
OG0020980	Zm00001eb350240	LOC100283638
OG0020981	Zm00001eb350250	LOC100278553
OG0020982	Zm00001eb350280	LOC100281160
OG0020983	Zm00001eb350290	LOC100274749
OG0020984	Zm00001eb350300	LOC103635707
OG0020985	Zm00001eb350330	LOC103635708
OG0020986	Zm00001eb350350	LOC103635713
OG0020987	Zm00001eb350370	LOC100274569
OG0020988	Zm00001eb350430	LOC100273899
OG0020989	Zm00001eb350450	LOC103635716
OG0020990	Zm00001eb350470	LOC100192702
OG0020991	Zm00001eb350490	LOC100283596
OG0020992	Zm00001eb350500	LOC100283739
OG0020993	Zm00001eb350510	LOC100280909
OG0020994	Zm00001eb350550	LOC103635720
OG0020995	Zm00001eb350580	LOC100194381
OG0020996	Zm00001eb350590	LOC100502227
OG0020997	Zm00001eb350600	LOC103635727
OG0020998	Zm00001eb350620	LOC100192464
OG0020999	Zm00001eb350640	LOC100381926
OG0021000	Zm00001eb350650	LOC100502358
OG0021001	Zm00001eb350660	LOC100192366
OG0021002	Zm00001eb350690	LOC100284848
OG0021003	Zm00001eb350710	LOC100282405
OG0021004	Zm00001eb350740	LOC100276815
OG0021005	Zm00001eb350760	LOC100274190
OG0021006	Zm00001eb350800	LOC103635734
OG0021007	Zm00001eb350820	LOC100277664
OG0021008	Zm00001eb350920	LOC100279902
OG0021009	Zm00001eb350970	LOC100382224
OG0021010	Zm00001eb350990	LOC103635747
OG0021011	Zm00001eb351000	LOC100274754
OG0021012	Zm00001eb351020	LOC100286102
OG0021013	Zm00001eb351050	LOC103635750
OG0021014	Zm00001eb351060	LOC100384528
OG0021015	Zm00001eb351070	LOC100382875
OG0021016	Zm00001eb351090	LOC100273365
OG0021017	Zm00001eb351170	LOC103635756
OG0021018	Zm00001eb351200	LOC100193628
OG0021019	Zm00001eb351210	LOC103643025
OG0021020	Zm00001eb351220	LOC103643039
OG0021021	Zm00001eb351230	LOC100274920
OG0021022	Zm00001eb351260	LOC100279887
OG0021023	Zm00001eb351270	LOC100278654
OG0021024	Zm00001eb351280	LOC541868
OG0021025	Zm00001eb351300	LOC103635760
OG0021026	Zm00001eb351400	LOC100284318
OG0021027	Zm00001eb351430	LOC100275156
OG0021028	Zm00001eb351460	LOC100216889
OG0021029	Zm00001eb351490	LOC100193752
OG0021030	Zm00001eb351570	LOC103635772
OG0021031	Zm00001eb351640	LOC103635777
OG0021032	Zm00001eb351710	LOC103635784
OG0021033	Zm00001eb351720	LOC100277590
OG0021034	Zm00001eb351730	LOC118473131
OG0021035	Zm00001eb351750	LOC100191150
OG0021036	Zm00001eb351770	LOC100284537
OG0021037	Zm00001eb351780	LOC103635785
OG0021038	Zm00001eb351790	LOC100279044
OG0021039	Zm00001eb351800	LOC103635786
OG0021040	Zm00001eb351810	LOC542376
OG0021041	Zm00001eb351830	LOC100274105
OG0021043	Zm00001eb351870	LOC100280837
OG0021044	Zm00001eb351920	LOC103635794
OG0021045	Zm00001eb351960	LOC100274936
OG0021046	Zm00001eb351970	LOC100274421
OG0021047	Zm00001eb351980	LOC100383661
OG0021048	Zm00001eb352040	LOC100275141
OG0021049	Zm00001eb352050	LOC103635796
OG0021050	Zm00001eb352090	LOC100281719
OG0021051	Zm00001eb352110	LOC103635799
OG0021052	Zm00001eb352140	LOC103635800
OG0021053	Zm00001eb352190	LOC100277571
OG0021054	Zm00001eb352220	LOC100272564
OG0021055	Zm00001eb352240	LOC100283911
OG0021056	Zm00001eb352290	LOC103635804
OG0021057	Zm00001eb352370	LOC100381774
OG0021058	Zm00001eb352400	LOC103635809
OG0021059	Zm00001eb352410	LOC542307
OG0021060	Zm00001eb352430	LOC100384596
OG0021061	Zm00001eb352450	LOC100283012
OG0021062	Zm00001eb352470	LOC100285804
OG0021063	Zm00001eb352500	LOC100191786
OG0021064	Zm00001eb352570	LOC100273194
OG0021065	Zm00001eb352590	LOC100193212
OG0021066	Zm00001eb352600	LOC100281596
OG0021067	Zm00001eb352610	LOC100384389
OG0021068	Zm00001eb352680	LOC103635820
OG0021069	Zm00001eb352720	LOC100278747
OG0021070	Zm00001eb352750	LOC100280297
OG0021071	Zm00001eb352780	LOC100191473
OG0021072	Zm00001eb352790	LOC103635825
OG0021073	Zm00001eb352880	LOC100283835
OG0021074	Zm00001eb352930	LOC111674462
OG0021075	Zm00001eb352950	LOC109941521
OG0021076	Zm00001eb352990	LOC103642998
OG0021077	Zm00001eb353030	LOC100194214
OG0021078	Zm00001eb353040	LOC111589940
OG0021079	Zm00001eb353050	LOC100192475
OG0021080	Zm00001eb353100	LOC103635836
OG0021081	Zm00001eb353110	LOC103635837
OG0021082	Zm00001eb353120	LOC103635839
OG0021083	Zm00001eb353140	LOC103635840
OG0021084	Zm00001eb353160	LOC103635841
OG0021085	Zm00001eb353180	LOC100274493
OG0021086	Zm00001eb353210	LOC103635844
OG0021087	Zm00001eb353270	LOC103635848
OG0021088	Zm00001eb353330	LOC100280592
OG0021089	Zm00001eb353460	LOC103635865
OG0021090	Zm00001eb353470	LOC103635866
OG0021091	Zm00001eb353500	LOC103635867
OG0021092	Zm00001eb353520	LOC100217045
OG0021093	Zm00001eb353530	LOC118473137
OG0021094	Zm00001eb353550	LOC103635871
OG0021095	Zm00001eb353580	LOC100381528
OG0021096	Zm00001eb353590	LOC100194108
OG0021097	Zm00001eb353600	LOC100280678
OG0021098	Zm00001eb353610	LOC100281266
OG0021099	Zm00001eb353640	LOC100383589
OG0021100	Zm00001eb353670	LOC100282240
OG0021101	Zm00001eb353710	LOC103635873
OG0021102	Zm00001eb353740	LOC103635874
OG0021103	Zm00001eb353760	LOC100284155
OG0021104	Zm00001eb353790	LOC100277841
OG0021105	Zm00001eb353810	LOC100170236
OG0021106	Zm00001eb353830	LOC103635880
OG0021107	Zm00001eb353840	LOC100381872
OG0021108	Zm00001eb353850	LOC103635881
OG0021109	Zm00001eb353860	LOC109942023
OG0021110	Zm00001eb353870	LOC100281800
OG0021111	Zm00001eb353960	LOC100283249
OG0021112	Zm00001eb353970	LOC100277743
OG0021113	Zm00001eb353980	LOC109941554
OG0021114	Zm00001eb353990	LOC100216772
OG0021115	Zm00001eb354090	LOC100191451
OG0021116	Zm00001eb354140	LOC100283461
OG0021117	Zm00001eb354200	LOC103635896
OG0021118	Zm00001eb354230	LOC100272563
OG0021119	Zm00001eb354260	LOC542630
OG0021120	Zm00001eb354270	LOC100273021
OG0021121	Zm00001eb354280	LOC100277572
OG0021122	Zm00001eb354330	LOC103635900
OG0021123	Zm00001eb354360	LOC103635902
OG0021124	Zm00001eb354380	LOC100383776
OG0021125	Zm00001eb354390	LOC103635903
OG0021126	Zm00001eb354450	LOC103635905
OG0021127	Zm00001eb354480	LOC100273186
OG0021128	Zm00001eb354490	LOC100275324
OG0021129	Zm00001eb354520	LOC100383425
OG0021130	Zm00001eb354530	LOC100191936
OG0021131	Zm00001eb354540	LOC103635911
OG0021132	Zm00001eb354550	LOC103635913
OG0021133	Zm00001eb354560	LOC100284322
OG0021134	Zm00001eb354570	LOC100502008
OG0021135	Zm00001eb354680	LOC100194008
OG0021136	Zm00001eb354690	LOC103635914
OG0021137	Zm00001eb354730	LOC541971
OG0021138	Zm00001eb354750	LOC103635916
OG0021139	Zm00001eb354810	LOC103637291
OG0021140	Zm00001eb354820	LOC100276781
OG0021141	Zm00001eb354830	LOC100274417
OG0021142	Zm00001eb354850	LOC100285586
OG0021143	Zm00001eb354870	LOC100192799
OG0021144	Zm00001eb354880	LOC541960
OG0021145	Zm00001eb354910	LOC100282686
OG0021146	Zm00001eb354940	LOC100283703
OG0021147	Zm00001eb354990	LOC100275257
OG0021148	Zm00001eb355030	LOC100383504
OG0021149	Zm00001eb355100	LOC118473142
OG0021150	Zm00001eb355220	LOC100193464
OG0021151	Zm00001eb355240	LOC103635944
OG0021152	Zm00001eb355310	LOC103635953
OG0021153	Zm00001eb355340	LOC100281170
OG0021154	Zm00001eb355350	LOC100382130
OG0021155	Zm00001eb355360	LOC100276428
OG0021156	Zm00001eb355410	LOC100274142
OG0021157	Zm00001eb355550	dhar2
OG0021158	Zm00001eb355600	LOC103635963
OG0021159	Zm00001eb355630	LOC103637315
OG0021160	Zm00001eb355640	LOC103637317
OG0021161	Zm00001eb355650	LOC101202700
OG0021162	Zm00001eb355660	LOC100280873
OG0021163	Zm00001eb355670	LOC100274521
OG0021164	Zm00001eb355690	LOC100382019
OG0021165	Zm00001eb355710	LOC100272994
OG0021166	Zm00001eb355750	LOC100274158
OG0021167	Zm00001eb355760	LOC103635969
OG0021168	Zm00001eb355770	LOC100280917
OG0021169	Zm00001eb355820	LOC103635973
OG0021170	Zm00001eb355840	LOC100191249
OG0021171	Zm00001eb355850	LOC100194029
OG0021172	Zm00001eb355890	LOC100277183
OG0021173	Zm00001eb355930	LOC103634229
OG0021174	Zm00001eb355940	LOC103628579
OG0021175	Zm00001eb355980	LOC100278126
OG0021176	Zm00001eb355990	LOC542408
OG0021177	Zm00001eb356000	LOC100381910
OG0021178	Zm00001eb356010	LOC103635978
OG0021179	Zm00001eb356070	LOC100273381
OG0021180	Zm00001eb356100	LOC100286346
OG0021181	Zm00001eb356110	LOC100278105
OG0021182	Zm00001eb356130	LOC100283324
OG0021183	Zm00001eb356160	opr4
OG0021184	Zm00001eb356170	LOC541786
OG0021185	Zm00001eb356190	LOC103635983
OG0021186	Zm00001eb356200	LOC100280256
OG0021187	Zm00001eb356210	LOC100282246
OG0021188	Zm00001eb356250	LOC109941887
OG0021189	Zm00001eb356260	LOC100277281
OG0021190	Zm00001eb356270	LOC100285546
OG0021191	Zm00001eb356280	LOC100284167
OG0021192	Zm00001eb356300	LOC100501664
OG0021193	Zm00001eb356310	LOC100278491
OG0021194	Zm00001eb356320	LOC100283640
OG0021195	Zm00001eb356330	LOC100273986
OG0021196	Zm00001eb356340	LOC100273936
OG0021197	Zm00001eb356360	LOC100217065
OG0021198	Zm00001eb356390	LOC100276326
OG0021199	Zm00001eb356420	LOC103635987
OG0021200	Zm00001eb356430	LOC100281947
OG0021201	Zm00001eb356440	LOC103635988
OG0021202	Zm00001eb356450	LOC100285974
OG0021203	Zm00001eb356490	LOC542636
OG0021204	Zm00001eb356500	LOC103635990
OG0021205	Zm00001eb356510	LOC100278136
OG0021206	Zm00001eb356520	LOC100502398
OG0021207	Zm00001eb356600	LOC542632
OG0021208	Zm00001eb356620	LOC103637332
OG0021209	Zm00001eb356630	LOC103636003
OG0021210	Zm00001eb356650	LOC103636005
OG0021211	Zm00001eb356710	LOC100191848
OG0021212	Zm00001eb356720	LOC103636006
OG0021213	Zm00001eb356740	LOC100382351
OG0021214	Zm00001eb356760	LOC100274170
OG0021215	Zm00001eb356770	LOC100278489
OG0021216	Zm00001eb356780	LOC100193312
OG0021217	Zm00001eb356820	LOC103636009
OG0021218	Zm00001eb356850	LOC100282554
OG0021219	Zm00001eb356870	LOC100191695
OG0021220	Zm00001eb356880	LOC100276599
OG0021221	Zm00001eb356920	LOC100285315
OG0021222	Zm00001eb356930	LOC103636015
OG0021223	Zm00001eb356950	LOC100275329
OG0021224	Zm00001eb357000	LOC100281394
OG0021225	Zm00001eb357010	LOC103636018
OG0021226	Zm00001eb357020	LOC111589982
OG0021227	Zm00001eb357030	LOC100194397
OG0021228	Zm00001eb357070	LOC100283053
OG0021229	Zm00001eb357090	LOC100280448
OG0021230	Zm00001eb357120	LOC103636022
OG0021231	Zm00001eb357160	LOC103636025
OG0021232	Zm00001eb357220	LOC100278452
OG0021233	Zm00001eb357250	LOC100037738
OG0021234	Zm00001eb357260	LOC100193242
OG0021235	Zm00001eb357270	LOC103636028
OG0021236	Zm00001eb357300	LOC103636031
OG0021237	Zm00001eb357340	LOC100192792
OG0021238	Zm00001eb357350	LOC103636034
OG0021239	Zm00001eb357370	LOC103636036
OG0021240	Zm00001eb357410	LOC100381597
OG0021241	Zm00001eb357440	LOC100273691
OG0021242	Zm00001eb357450	LOC100191347
OG0021243	Zm00001eb357520	LOC100285714
OG0021245	Zm00001eb357570	LOC100274018
OG0021246	Zm00001eb357610	LOC100281991
OG0021247	Zm00001eb357620	LOC100191432
OG0021248	Zm00001eb357630	LOC100281997
OG0021249	Zm00001eb357640	LOC100278289
OG0021250	Zm00001eb357650	LOC100279285
OG0021251	Zm00001eb357660	LOC100280680
OG0021252	Zm00001eb357690	LOC103636049
OG0021253	Zm00001eb357720	LOC103636051
OG0021254	Zm00001eb357780	LOC100194332
OG0021255	Zm00001eb357790	LOC100273822
OG0021256	Zm00001eb357830	LOC100136878
OG0021257	Zm00001eb357850	LOC103637357
OG0021258	Zm00001eb357890	LOC100277211
OG0021259	Zm00001eb357910	LOC103636058
OG0021260	Zm00001eb358040	LOC542067
OG0021261	Zm00001eb358090	LOC100274334
OG0021262	Zm00001eb358110	LOC100276534
OG0021263	Zm00001eb358120	LOC103636066
OG0021264	Zm00001eb358140	LOC103636067
OG0021265	Zm00001eb358150	LOC100502119
OG0021266	Zm00001eb358160	LOC100233231
OG0021267	Zm00001eb358170	LOC100284805
OG0021268	Zm00001eb358260	LOC100216717
OG0021269	Zm00001eb358290	LOC541778
OG0021270	Zm00001eb358310	LOC100283595
OG0021272	Zm00001eb358340	LOC100193736
OG0021273	Zm00001eb358400	LOC100273574
OG0021274	Zm00001eb358410	LOC100191341
OG0021275	Zm00001eb358440	LOC103636079
OG0021276	Zm00001eb358580	LOC103636089
OG0021277	Zm00001eb358600	LOC103636093
OG0021278	Zm00001eb358680	LOC103636098
OG0021279	Zm00001eb358700	LOC103636099
OG0021280	Zm00001eb358730	LOC100283851
OG0021281	Zm00001eb358740	LOC100280248
OG0021282	Zm00001eb358750	LOC100217161
OG0021283	Zm00001eb358800	LOC103636104
OG0021284	Zm00001eb358890	LOC100278992
OG0021285	Zm00001eb358960	LOC100274209
OG0021286	Zm00001eb358970	LOC100279300
OG0021287	Zm00001eb358990	LOC103636108
OG0021288	Zm00001eb359030	LOC100272982
OG0021289	Zm00001eb359060	LOC103636111
OG0021290	Zm00001eb359070	LOC103636112
OG0021291	Zm00001eb359100	LOC103636114
OG0021292	Zm00001eb359130	LOC100193870
OG0021293	Zm00001eb359150	LOC103637381
OG0021294	Zm00001eb359160	LOC103636118
OG0021295	Zm00001eb359200	LOC100285933
OG0021296	Zm00001eb359210	LOC100273119
OG0021297	Zm00001eb359230	LOC100382205
OG0021298	Zm00001eb359250	LOC100285235
OG0021299	Zm00001eb359260	LOC103636120
OG0021300	Zm00001eb359270	LOC100276966
OG0021301	Zm00001eb359280	LOC100283885
OG0021302	Zm00001eb359290	LOC100277199
OG0021303	Zm00001eb359350	LOC112163627
OG0021304	Zm00001eb359360	LOC100286304
OG0021306	Zm00001eb359460	LOC100285223
OG0021307	Zm00001eb359470	LOC103636132
OG0021308	Zm00001eb359480	LOC100282009
OG0021309	Zm00001eb359490	pht6
OG0021310	Zm00001eb359500	LOC100193610
OG0021311	Zm00001eb359530	LOC103636134
OG0021312	Zm00001eb359580	LOC100284411
OG0021313	Zm00001eb359600	LOC100191225
OG0021314	Zm00001eb359610	LOC107275245
OG0021315	Zm00001eb359630	LOC100281900
OG0021316	Zm00001eb359650	LOC103636140
OG0021317	Zm00001eb359660	LOC100278854
OG0021318	Zm00001eb359740	LOC100279449
OG0021319	Zm00001eb359750	LOC103636146
OG0021320	Zm00001eb359800	LOC103636155
OG0021321	Zm00001eb359810	LOC103636156
OG0021322	Zm00001eb359840	LOC100192681
OG0021323	Zm00001eb359850	LOC100281053
OG0021324	Zm00001eb359950	LOC103636160
OG0021325	Zm00001eb359980	LOC103636163
OG0021326	Zm00001eb360010	LOC100282084
OG0021327	Zm00001eb360020	LOC103636164
OG0021328	Zm00001eb360030	LOC100382416
OG0021329	Zm00001eb360090	LOC100275164
OG0021330	Zm00001eb360100	LOC100384340
OG0021331	Zm00001eb360170	LOC103636169
OG0021332	Zm00001eb360180	LOC100191464
OG0021333	Zm00001eb360190	LOC100283392
OG0021334	Zm00001eb360230	LOC100276929
OG0021335	Zm00001eb360260	LOC100281294
OG0021336	Zm00001eb360270	LOC103637404
OG0021337	Zm00001eb360290	LOC103636172
OG0021338	Zm00001eb360310	LOC100274848
OG0021339	Zm00001eb360320	LOC778433
OG0021340	Zm00001eb360330	LOC100286220
OG0021341	Zm00001eb360340	LOC103636175
OG0021342	Zm00001eb360440	LOC100194279
OG0021343	Zm00001eb360500	LOC100277147
OG0021344	Zm00001eb360510	LOC103636189
OG0021345	Zm00001eb360530	LOC100282425
OG0021346	Zm00001eb360550	LOC103636191
OG0021347	Zm00001eb360560	LOC100382242
OG0021348	Zm00001eb360570	LOC100273686
OG0021349	Zm00001eb360630	LOC103636194
OG0021350	Zm00001eb360650	LOC100194310
OG0021351	Zm00001eb360660	LOC100273085
OG0021352	Zm00001eb360670	LOC100279514
OG0021353	Zm00001eb360700	LOC100275237
OG0021354	Zm00001eb360740	LOC100502288
OG0021355	Zm00001eb360750	LOC103626167
OG0021356	Zm00001eb360790	LOC103636198
OG0021357	Zm00001eb360840	LOC103636202
OG0021358	Zm00001eb360850	LOC103636205
OG0021359	Zm00001eb360870	LOC107546755
OG0021360	Zm00001eb360880	LOC100284246
OG0021361	Zm00001eb360900	LOC100282630
OG0021362	Zm00001eb360940	LOC107403149
OG0021363	Zm00001eb360950	LOC103636208
OG0021364	Zm00001eb360970	LOC100276476
OG0021365	Zm00001eb360990	LOC100273718
OG0021366	Zm00001eb361000	LOC100216840
OG0021367	Zm00001eb361010	LOC103636210
OG0021368	Zm00001eb361030	LOC103636214
OG0021369	Zm00001eb361040	LOC100283728
OG0021370	Zm00001eb361090	LOC103636216
OG0021371	Zm00001eb361110	LOC103636218
OG0021372	Zm00001eb361140	LOC103636219
OG0021373	Zm00001eb361200	LOC542123
OG0021374	Zm00001eb361230	LOC100282481
OG0021375	Zm00001eb361310	LOC100279289
OG0021376	Zm00001eb361320	LOC103636227
OG0021377	Zm00001eb361350	LOC100272998
OG0021378	Zm00001eb361370	LOC100285801
OG0021379	Zm00001eb361390	LOC103636228
OG0021380	Zm00001eb361460	LOC100193973
OG0021381	Zm00001eb361470	LOC100217244
OG0021382	Zm00001eb361480	LOC100277060
OG0021383	Zm00001eb361490	LOC100381876
OG0021384	Zm00001eb361540	LOC103637427
OG0021385	Zm00001eb361600	LOC103636236
OG0021386	Zm00001eb361620	LOC100191227
OG0021387	Zm00001eb361670	LOC100272846
OG0021388	Zm00001eb361680	LOC103637431
OG0021389	Zm00001eb361690	LOC100285164
OG0021390	Zm00001eb361750	LOC103636243
OG0021391	Zm00001eb361780	LOC103636245
OG0021392	Zm00001eb361790	LOC100216936
OG0021393	Zm00001eb361800	LOC100273643
OG0021394	Zm00001eb361830	LOC103636246
OG0021395	Zm00001eb361850	LOC103636248
OG0021396	Zm00001eb361860	LOC100286341
OG0021397	Zm00001eb361870	LOC100283913
OG0021398	Zm00001eb361880	LOC100192730
OG0021399	Zm00001eb361940	LOC109942025
OG0021400	Zm00001eb361970	LOC100286237
